Date,Aggregate,Fridge,Chest Freezer,Upright Freezer,Tumble Dryer,Washing Machine,Dishwasher,Computer Site,Television Site,Electric Heater,tavg,day_of_week,is_weekend,month,day_of_month,quarter,tavg_rolling_7,tavg_rolling_30,Aggregate_rolling_7_mean,Aggregate_rolling_7_std,Aggregate_lag_1,Aggregate_lag_2,Aggregate_lag_3,Aggregate_lag_4,Aggregate_lag_5,Aggregate_lag_6,Aggregate_lag_7,Fridge_rolling_7_mean,Chest Freezer_rolling_7_mean,Upright Freezer_rolling_7_mean,Tumble Dryer_rolling_7_mean,Tumble Dryer_lag_14,Washing Machine_rolling_7_mean,Washing Machine_lag_15,Washing Machine_lag_17,Dishwasher_rolling_7_mean,Dishwasher_lag_3,Dishwasher_lag_6,Dishwasher_lag_27,Computer Site_rolling_7_mean,Computer Site_lag_1,Computer Site_lag_2,Computer Site_lag_3,Computer Site_lag_4,Computer Site_lag_5,Computer Site_lag_6,Computer Site_lag_7,Television Site_rolling_7_mean,Television Site_lag_1,Television Site_lag_2,Television Site_lag_3,Television Site_lag_4,Electric Heater_rolling_7_mean,Electric Heater_lag_1,Electric Heater_lag_2,Electric Heater_lag_3,Electric Heater_lag_4,Electric Heater_lag_5,Electric Heater_lag_6,Electric Heater_lag_7
2013-10-19,4452.834444444445,278.5636111111112,381.41833333333335,560.0980555555556,0.0,0.0,0.0,0.0,1.4919444444444443,23.986944444444443,14.0,5,1,10,19,4,11.228571428571428,10.990909090909092,6486.692301587303,2247.3536399975433,5207.886666666666,11045.885555555556,6006.416111111112,7655.451944444445,5891.088333333333,5147.283055555556,5169.675277777778,264.97738095238094,363.677380952381,576.0469047619047,0.0,,0.0,,,0.0005555555555555429,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5075793650793652,1.475,1.518888888888889,1.5266666666666666,1.5552777777777778,23.990992063492065,24.0,23.986666666666668,24.0,23.99083333333333,23.98555555555556,23.986944444444447,23.976944444444445
2013-10-20,7943.649166666667,278.44694444444445,388.68194444444447,572.4188888888889,0.0,0.0,0.0,0.0,1.5252777777777775,23.954166666666666,13.6,6,1,10,20,4,11.657142857142858,11.208333333333334,6886.173174603175,2217.927023982422,4452.834444444445,5207.886666666666,11045.885555555556,6006.416111111112,7655.451944444445,5891.088333333333,5147.283055555556,265.2305158730159,367.47384920634926,571.0551984126985,0.0,,0.0,,,0.0005555555555555429,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5118650793650794,1.4919444444444443,1.475,1.518888888888889,1.5266666666666666,23.986309523809524,23.986944444444443,24.0,23.986666666666668,24.0,23.99083333333333,23.98555555555556,23.986944444444447
2013-10-21,5122.772777777778,257.68944444444446,365.2322222222222,579.9038888888889,0.0,0.0,0.0,0.0,1.4980555555555557,23.977777777777774,14.3,0,0,10,21,4,12.357142857142858,11.446153846153846,6776.4138095238095,2293.115020843543,7943.649166666667,4452.834444444445,5207.886666666666,11045.885555555556,6006.416111111112,7655.451944444445,5891.088333333333,264.94960317460317,367.38123015873015,566.0392063492063,0.0,,0.0,,,0.0005555555555555429,0.0,0.0038888888888888,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.513015873015873,1.5252777777777775,1.4919444444444443,1.475,1.518888888888889,23.985198412698413,23.954166666666666,23.986944444444443,24.0,23.986666666666668,24.0,23.99083333333333,23.98555555555556
2013-10-22,8314.291388888889,314.4922222222222,405.9488888888889,592.7102777777778,0.0,0.0069444444444444,0.0,37.403055555555554,75.13,23.979444444444447,15.8,1,0,10,22,4,13.114285714285714,11.757142857142856,6870.533730158731,2348.070430628678,5122.772777777778,7943.649166666667,4452.834444444445,5207.886666666666,11045.885555555556,6006.416111111112,7655.451944444445,274.2680555555556,375.15555555555557,571.7089682539682,0.0,,0.0009920634920634857,,,0.0,0.0,0.0,,5.34329365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.023690476190476,1.4980555555555557,1.5252777777777775,1.4919444444444443,1.475,23.983571428571427,23.977777777777774,23.954166666666666,23.986944444444443,24.0,23.986666666666668,24.0,23.99083333333333
2013-10-23,13842.442777777778,427.7008333333333,392.1986111111111,714.4691666666666,114.00805555555556,1087.8955555555556,0.4266666666666667,43.485277777777775,214.21444444444444,24.0,12.7,2,0,10,23,4,13.557142857142855,11.82,7989.966111111111,3468.177307155428,8314.291388888889,5122.772777777778,7943.649166666667,4452.834444444445,5207.886666666666,11045.885555555556,6006.416111111112,299.40837301587305,381.9996031746032,594.1359920634922,16.28686507936508,5.136666666666667,155.41464285714284,,,0.06095238095238096,0.0,0.0,,11.555476190476188,37.403055555555554,0.0,0.0,0.0,0.0,0.0,0.0,42.40765873015873,75.13,1.4980555555555557,1.5252777777777775,1.4919444444444443,23.983571428571427,23.979444444444447,23.977777777777774,23.954166666666666,23.986944444444443,24.0,23.986666666666668,24.0
2013-10-24,14592.699166666667,420.1541666666667,399.4738888888889,782.4919444444445,373.9816666666667,263.4586111111111,0.0,13.209722222222222,99.6527777777778,23.98444444444445,11.3,3,0,10,24,4,13.4,11.7875,8496.65376984127,4175.919788314774,13842.442777777778,8314.291388888889,5122.772777777778,7943.649166666667,4452.834444444445,5207.886666666666,11045.885555555556,324.228253968254,386.4980158730159,624.6032936507936,69.71281746031745,0.3377777777777778,193.0515873015873,0.0,,0.06095238095238096,0.0,0.0,,13.442579365079364,43.485277777777775,37.403055555555554,0.0,0.0,0.0,0.0,0.0,56.42678571428571,214.21444444444444,75.13,1.4980555555555557,1.5252777777777775,23.98325396825397,24.0,23.979444444444447,23.977777777777774,23.954166666666666,23.986944444444443,24.0,23.986666666666668
2013-10-25,11200.955555555556,447.4063888888889,427.8077777777778,708.3302777777778,0.0,0.0,892.4505555555555,32.47694444444444,223.6927777777778,23.982222222222223,14.8,4,0,10,25,4,13.785714285714286,11.964705882352941,9352.806468253968,3999.9190295748904,14592.699166666667,13842.442777777778,8314.291388888889,5122.772777777778,7943.649166666667,4452.834444444445,5207.886666666666,346.35051587301587,394.39452380952383,644.3460714285713,69.71281746031745,0.0,193.0515873015873,0.0,,127.55388888888888,0.0,0.0,,18.082142857142856,13.209722222222222,43.485277777777775,37.403055555555554,0.0,0.0,0.0,0.0,88.17218253968255,99.6527777777778,214.21444444444444,75.13,1.4980555555555557,23.98071428571429,23.98444444444445,24.0,23.979444444444447,23.977777777777774,23.954166666666666,23.986944444444443,24.0
2013-10-26,9584.338055555556,381.79027777777776,422.23333333333335,695.7969444444444,0.0,285.62333333333333,0.0266666666666666,11.023055555555556,144.35777777777778,22.987222222222226,14.6,5,1,10,26,4,13.87142857142857,12.11111111111111,10085.878412698412,3373.3819126264925,11200.955555555556,14592.699166666667,13842.442777777778,8314.291388888889,5122.772777777778,7943.649166666667,4452.834444444445,361.0971825396826,400.2252380952381,663.7316269841269,69.71281746031745,0.0,233.8549206349206,0.0,0.0,127.5576984126984,0.4266666666666667,0.0,,19.656865079365076,32.47694444444444,13.209722222222222,43.485277777777775,37.403055555555554,0.0,0.0,0.0,108.5815873015873,223.6927777777778,99.6527777777778,214.21444444444444,75.13,23.837896825396825,23.982222222222223,23.98444444444445,24.0,23.979444444444447,23.977777777777774,23.954166666666666,23.986944444444443
2013-10-27,13889.436944444444,493.9002777777778,391.22222222222223,734.6519444444444,470.8186111111111,530.3586111111111,0.0,126.24361111111112,283.84222222222223,24.98777777777778,12.3,6,1,10,27,4,13.685714285714285,12.121052631578948,10935.276666666668,3490.6017335976007,9584.338055555556,11200.955555555556,14592.699166666667,13842.442777777778,8314.291388888889,5122.772777777778,7943.649166666667,391.8762301587302,400.5881349206349,686.9077777777777,136.97261904761905,0.0,309.6204365079365,0.0,0.0,127.5576984126984,0.0,0.0,,37.69166666666667,11.023055555555556,32.47694444444444,13.209722222222222,43.485277777777775,37.403055555555554,0.0,0.0,148.91257936507938,144.35777777777778,223.6927777777778,99.6527777777778,214.21444444444444,23.985555555555557,22.987222222222226,23.982222222222223,23.98444444444445,24.0,23.979444444444447,23.977777777777774,23.954166666666666
2013-10-28,12046.646944444445,409.6802777777778,398.8011111111112,612.1505555555556,157.55916666666667,277.8497222222222,0.0,67.66388888888889,120.89611111111113,23.996666666666663,10.1,0,0,10,28,4,13.085714285714287,12.02,11924.401547619049,2370.2028394462154,13889.436944444444,9584.338055555556,11200.955555555556,14592.699166666667,13842.442777777778,8314.291388888889,5122.772777777778,413.58920634920634,405.3836904761905,691.5144444444444,159.48107142857143,0.0,349.31325396825395,0.0,0.0,127.5576984126984,892.4505555555555,0.0,,47.357936507936515,126.24361111111112,11.023055555555556,32.47694444444444,13.209722222222222,43.485277777777775,37.403055555555554,0.0,165.96944444444446,283.84222222222223,144.35777777777778,223.6927777777778,99.6527777777778,23.988253968253968,24.98777777777778,22.987222222222226,23.982222222222223,23.98444444444445,24.0,23.979444444444447,23.977777777777774
2013-10-29,16601.265555555554,406.7238888888889,370.4883333333333,672.1677777777778,0.0,671.3863888888889,931.5913888888888,13.129722222222222,84.01333333333334,23.999166666666667,8.7,1,0,10,29,4,12.071428571428571,11.861904761904762,13108.255000000001,2335.8355968931305,12046.646944444445,13889.436944444444,9584.338055555556,11200.955555555556,14592.699166666667,13842.442777777778,8314.291388888889,426.76515873015876,400.3178968253968,702.865515873016,159.48107142857143,0.0,445.22460317460315,0.0,0.0,260.6421825396825,0.0266666666666666,0.4266666666666667,,43.89031746031746,67.66388888888889,126.24361111111112,11.023055555555556,32.47694444444444,13.209722222222222,43.485277777777775,37.403055555555554,167.2384920634921,120.89611111111113,283.84222222222223,144.35777777777778,223.6927777777778,23.991071428571427,23.996666666666663,24.98777777777778,22.987222222222226,23.982222222222223,23.98444444444445,24.0,23.979444444444447
2013-10-30,16806.735,415.1705555555556,350.46833333333336,754.9566666666667,0.6466666666666667,336.70972222222224,0.0,0.0,132.5336111111111,23.995,9.6,2,0,10,30,4,11.62857142857143,11.759090909090908,13531.725317460316,2727.061925199923,16601.265555555554,12046.646944444445,13889.436944444444,9584.338055555556,11200.955555555556,14592.699166666667,13842.442777777778,424.97511904761905,394.35642857142864,708.6494444444445,143.2865873015873,0.0,337.9123412698413,0.0,0.0,260.58123015873014,0.0,0.0,,37.678134920634925,13.129722222222222,67.66388888888889,126.24361111111112,11.023055555555556,32.47694444444444,13.209722222222222,43.485277777777775,155.56980158730158,84.01333333333334,120.89611111111113,283.84222222222223,144.35777777777778,23.990357142857142,23.999166666666667,23.996666666666663,24.98777777777778,22.987222222222226,23.982222222222223,23.98444444444445,24.0
2013-10-31,12145.807222222222,420.8133333333333,345.7247222222222,639.3413888888889,0.0,279.6452777777778,896.4502777777778,61.91694444444445,81.27666666666667,23.987222222222226,10.8,3,0,10,31,4,11.557142857142859,11.717391304347826,13182.169325396826,2725.2210362998344,16806.735,16601.265555555554,12046.646944444445,13889.436944444444,9584.338055555556,11200.955555555556,14592.699166666667,425.06928571428574,386.6779761904762,688.199365079365,89.86063492063492,0.0,340.2247222222222,0.0,0.0,388.6455555555555,0.0,892.4505555555555,,44.63630952380952,0.0,13.129722222222222,67.66388888888889,126.24361111111112,11.023055555555556,32.47694444444444,13.209722222222222,152.94464285714284,132.5336111111111,84.01333333333334,120.89611111111113,283.84222222222223,23.990753968253973,23.995,23.999166666666667,23.996666666666663,24.98777777777778,22.987222222222226,23.982222222222223,23.98444444444445
2013-11-01,9172.145833333334,425.1061111111112,367.3380555555556,645.2219444444445,261.91277777777776,0.0,0.0,13.798333333333334,90.92722222222224,23.99638888888889,10.5,4,0,11,1,4,10.942857142857141,11.666666666666666,12892.339365079364,3058.5412847727466,12145.807222222222,16806.735,16601.265555555554,12046.646944444445,13889.436944444444,9584.338055555556,11200.955555555556,421.88353174603174,378.0394444444445,679.183888888889,127.27674603174603,0.0,340.2247222222222,0.0,0.0,261.152619047619,931.5913888888888,0.0266666666666666,,41.96793650793651,61.91694444444445,0.0,13.129722222222222,67.66388888888889,126.24361111111112,11.023055555555556,32.47694444444444,133.97813492063491,81.27666666666667,132.5336111111111,84.01333333333334,120.89611111111113,23.99277777777778,23.987222222222226,23.995,23.999166666666667,23.996666666666663,24.98777777777778,22.987222222222226,23.982222222222223
2013-11-02,9989.01,357.07166666666666,366.3688888888889,640.2508333333334,0.0,290.3038888888889,0.0,52.86222222222222,139.01527777777778,23.985277777777775,9.6,5,1,11,2,4,10.228571428571428,11.584000000000001,12950.14964285714,2988.620174505275,9172.145833333334,12145.807222222222,16806.735,16601.265555555554,12046.646944444445,13889.436944444444,9584.338055555556,418.35230158730155,370.0588095238095,671.2487301587302,127.27674603174603,0.0,340.893373015873,0.0,0.0,261.1488095238095,0.0,0.0,,47.944960317460314,13.798333333333334,61.91694444444445,0.0,13.129722222222222,67.66388888888889,126.24361111111112,11.023055555555556,133.21492063492065,90.92722222222224,81.27666666666667,132.5336111111111,84.01333333333334,24.135357142857142,23.99638888888889,23.987222222222226,23.995,23.999166666666667,23.996666666666663,24.98777777777778,22.987222222222226
2013-11-03,15610.343333333334,400.3377777777778,358.27,804.6380555555555,0.0,284.5938888888889,929.2825,79.50472222222223,235.2844444444445,23.97888888888889,7.7,6,1,11,3,4,9.571428571428571,11.434615384615386,13195.993412698412,3145.4305218442796,9989.01,9172.145833333334,12145.807222222222,16806.735,16601.265555555554,12046.646944444445,13889.436944444444,404.9862301587301,365.3513492063492,681.2467460317459,60.01694444444444,0.0,305.784126984127,0.0,0.0,393.9034523809524,896.4502777777778,0.0,,41.26797619047619,52.86222222222222,13.798333333333334,61.91694444444445,0.0,13.129722222222222,67.66388888888889,126.24361111111112,126.27809523809525,139.01527777777778,90.92722222222224,81.27666666666667,132.5336111111111,23.991230158730158,23.985277777777775,23.99638888888889,23.987222222222226,23.995,23.999166666666667,23.996666666666663,24.98777777777778
2013-11-04,14883.29,361.5375,318.5183333333333,595.0680555555556,0.0,299.2580555555556,0.0,49.84972222222223,136.46166666666667,23.99083333333333,5.8,0,0,11,4,4,8.957142857142857,11.225925925925926,13601.228134920635,3155.3886505275254,15610.343333333334,9989.01,9172.145833333334,12145.807222222222,16806.735,16601.265555555554,12046.646944444445,398.10869047619053,353.88238095238097,678.8063888888889,37.508492063492056,0.0,308.84246031746034,0.0,0.0,393.9034523809524,0.0,931.5913888888888,,38.72309523809524,79.50472222222223,52.86222222222222,13.798333333333334,61.91694444444445,0.0,13.129722222222222,67.66388888888889,128.50174603174605,235.2844444444445,139.01527777777778,90.92722222222224,81.27666666666667,23.990396825396825,23.97888888888889,23.985277777777775,23.99638888888889,23.987222222222226,23.995,23.999166666666667,23.996666666666663
2013-11-05,11185.153055555556,364.0058333333333,323.61333333333334,614.3702777777778,0.0,0.0,0.0,41.59388888888889,253.55416666666667,23.98888888888889,6.9,1,0,11,5,4,8.7,11.071428571428571,12827.497777777779,2954.811015396072,14883.29,15610.343333333334,9989.01,9172.145833333334,12145.807222222222,16806.735,16601.265555555554,392.0061111111111,347.1859523809524,670.5496031746032,37.508492063492056,0.0,212.93011904761903,0.0,0.0,260.81896825396825,0.0,0.0,0.0,42.78940476190477,49.84972222222223,79.50472222222223,52.86222222222222,13.798333333333334,61.91694444444445,0.0,13.129722222222222,152.72186507936507,136.46166666666667,235.2844444444445,139.01527777777778,90.92722222222224,23.98892857142857,23.99083333333333,23.97888888888889,23.985277777777775,23.99638888888889,23.987222222222226,23.995,23.999166666666667
2013-11-06,9883.694166666666,360.0627777777778,359.05527777777775,618.0569444444444,0.0,0.0,930.6763888888888,16.665555555555557,183.30194444444444,23.976388888888888,9.1,2,0,11,6,4,8.628571428571428,11.00344827586207,11838.491944444444,2528.8393873387936,11185.153055555556,14883.29,15610.343333333334,9989.01,9172.145833333334,12145.807222222222,16806.735,384.13357142857143,348.41265873015874,650.9925000000001,37.41611111111111,114.00805555555556,164.82873015873014,0.0069444444444444,0.0,393.77273809523814,929.2825,896.4502777777778,872.9552777777778,45.17019841269842,41.59388888888889,49.84972222222223,79.50472222222223,52.86222222222222,13.798333333333334,61.91694444444445,0.0,159.97448412698415,253.55416666666667,136.46166666666667,235.2844444444445,139.01527777777778,23.986269841269838,23.98888888888889,23.99083333333333,23.97888888888889,23.985277777777775,23.99638888888889,23.987222222222226,23.995
2013-11-07,3476.3580555555554,157.82361111111112,131.98277777777778,342.3588888888889,0.0,321.7208333333333,0.0,0.0,1.409166666666667,10.054166666666667,8.2,3,0,11,7,4,8.257142857142856,10.91,10599.999206349206,4030.3838225261334,9883.694166666666,11185.153055555556,14883.29,15610.343333333334,9989.01,9172.145833333334,12145.807222222222,346.56361111111113,317.8780952380952,608.5664285714286,37.41611111111111,373.9816666666667,170.8395238095238,1087.8955555555556,0.0,265.7084126984127,0.0,0.0,0.0,36.32492063492064,16.665555555555557,41.59388888888889,49.84972222222223,79.50472222222223,52.86222222222222,13.798333333333334,61.91694444444445,148.56484126984128,183.30194444444444,253.55416666666667,136.46166666666667,235.2844444444445,21.995833333333334,23.976388888888888,23.98888888888889,23.99083333333333,23.97888888888889,23.985277777777775,23.99638888888889,23.987222222222226
2013-11-08,16937.716111111113,306.57694444444445,1346.1325000000002,520.7425,0.4333333333333333,0.0,914.8241666666668,0.0,87.12388888888889,37.94166666666667,6.7,4,0,11,8,4,7.714285714285714,10.76,11709.36638888889,4600.307671440429,3476.3580555555554,9883.694166666666,11185.153055555556,14883.29,15610.343333333334,9989.01,9172.145833333334,329.630873015873,457.705873015873,590.7836507936507,0.0619047619047619,0.0,170.8395238095238,263.4586111111111,0.0069444444444444,396.39757936507937,0.0,0.0,0.0,34.35373015873016,0.0,16.665555555555557,41.59388888888889,49.84972222222223,79.50472222222223,52.86222222222222,13.798333333333334,148.02150793650796,1.409166666666667,183.30194444444444,253.55416666666667,136.46166666666667,23.988015873015872,10.054166666666667,23.976388888888888,23.98888888888889,23.99083333333333,23.97888888888889,23.985277777777775,23.99638888888889
2013-11-09,17045.505,396.7,291.49666666666667,629.3497222222222,0.0,0.0,933.2427777777776,27.899722222222223,111.60333333333332,2558.738611111111,5.2,5,1,11,9,4,7.0857142857142845,10.639999999999999,12717.437103174607,4922.368793725882,16937.716111111113,3476.3580555555554,9883.694166666666,11185.153055555556,14883.29,15610.343333333334,9989.01,335.2920634920635,447.0098412698413,589.2263492063493,0.0619047619047619,0.0,129.36753968253967,0.0,1087.8955555555556,529.7179761904762,930.6763888888888,929.2825,0.0,30.787658730158732,0.0,0.0,16.665555555555557,41.59388888888889,49.84972222222223,79.50472222222223,52.86222222222222,144.1055158730159,87.12388888888889,1.409166666666667,183.30194444444444,253.55416666666667,386.0956349206349,37.94166666666667,10.054166666666667,23.976388888888888,23.98888888888889,23.99083333333333,23.97888888888889,23.985277777777775
2013-11-10,22854.111944444445,418.32138888888886,307.1813888888889,730.4888888888888,0.0666666666666666,684.2716666666666,867.9197222222222,59.30166666666667,228.55388888888888,10390.616666666669,5.1,6,1,11,10,4,6.714285714285714,10.453333333333335,13752.26119047619,6221.810178560084,17045.505,16937.716111111113,3476.3580555555554,9883.694166666666,11185.153055555556,14883.29,15610.343333333334,337.8611507936508,439.7114682539683,578.6336111111111,0.07142857142857141,470.8186111111111,186.46436507936505,285.62333333333333,263.4586111111111,520.9518650793651,0.0,0.0,0.0,27.901507936507937,27.899722222222223,0.0,0.0,16.665555555555557,41.59388888888889,49.84972222222223,79.50472222222223,143.14400793650793,111.60333333333332,87.12388888888889,1.409166666666667,183.30194444444444,1867.0438888888891,2558.738611111111,37.94166666666667,10.054166666666667,23.976388888888888,23.98888888888889,23.99083333333333,23.97888888888889
2013-11-11,16726.2225,410.8327777777778,331.4322222222222,714.1230555555555,0.0,0.0,0.0,18.419166666666666,125.065,6324.685555555556,10.3,0,0,11,11,4,7.357142857142857,10.41,14015.537261904761,6315.926311875754,22854.111944444445,17045.505,16937.716111111113,3476.3580555555554,9883.694166666666,11185.153055555556,14883.29,344.9033333333333,441.55630952380955,595.6414682539681,0.07142857142857141,157.55916666666667,143.7132142857143,530.3586111111111,0.0,520.9518650793651,914.8241666666668,0.0,0.0038888888888888,23.411428571428576,59.30166666666667,27.899722222222223,0.0,0.0,16.665555555555557,41.59388888888889,49.84972222222223,141.5159126984127,228.55388888888888,111.60333333333332,87.12388888888889,1.409166666666667,2767.1431349206355,10390.616666666669,2558.738611111111,37.94166666666667,10.054166666666667,23.976388888888888,23.98888888888889,23.99083333333333
